0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
18,3,446839,8,9,4,11,1,4,1,0,0,30,38,0
52,3,276515,11,13,2,7,0,4,1,0,0,40,4,0
46,3,51618,8,9,2,7,5,4,0,0,0,40,38,0
59,3,159937,8,9,2,11,0,4,1,0,0,48,38,0
44,3,343591,8,9,0,2,1,4,0,14344,0,40,38,1
53,3,346253,8,9,0,11,3,4,0,0,0,35,38,0
49,1,268234,8,9,2,10,0,4,1,0,0,40,38,1
33,3,202051,12,14,2,9,0,4,1,0,0,50,38,0
30,3,54334,4,5,4,11,1,4,1,0,0,40,38,0
43,0,410867,15,16,4,9,1,4,0,0,0,50,38,1
57,3,249977,13,11,2,9,0,4,1,0,0,40,38,0
37,3,286730,10,10,0,2,4,4,0,0,0,40,38,0
28,3,212563,10,10,0,6,4,2,0,0,0,25,38,0
30,3,117747,8,9,2,11,5,1,0,0,1573,35,38,0
34,1,226296,11,13,2,10,0,4,1,0,0,40,38,1
29,1,115585,10,10,4,5,1,4,1,0,0,50,38,0
48,5,191277,15,16,2,9,0,4,1,0,1902,60,38,1
37,3,202683,10,10,2,11,0,4,1,0,0,48,38,1
48,3,171095,14,12,0,3,4,4,0,0,0,40,8,0
32,0,249409,8,9,4,7,3,2,1,0,0,40,38,0
76,3,124191,12,14,2,3,0,4,1,0,0,40,38,1
44,3,198282,11,13,2,3,0,4,1,15024,0,60,38,1
47,5,149116,12,14,4,9,1,4,0,0,0,50,38,0
20,3,188300,10,10,4,12,3,4,0,0,0,40,38,0
29,3,103432,8,9,4,2,1,4,1,0,0,40,38,0
32,4,317660,8,9,2,2,0,4,1,7688,0,40,38,1
17,3,304873,5,6,4,9,3,4,0,34095,0,32,38,0
30,3,194901,6,7,4,5,3,4,1,0,0,40,38,0
31,1,189265,8,9,4,0,1,4,0,0,0,40,38,0
42,3,124692,8,9,2,5,0,4,1,0,0,40,38,0
24,3,432376,11,13,4,11,2,4,1,0,0,40,38,0
38,3,65324,9,15,2,9,0,4,1,0,0,40,38,1
56,5,335605,8,9,2,7,0,4,1,0,1887,50,1,1
28,3,377869,10,10,2,11,5,4,0,4064,0,25,38,0
36,3,102864,8,9,4,6,3,4,0,0,0,40,38,0
53,3,95647,4,5,2,5,0,4,1,0,0,50,38,0
56,4,303090,10,10,2,11,0,4,1,0,0,50,38,0
49,1,197371,13,11,2,2,0,2,1,0,0,40,38,1
55,3,247552,10,10,2,11,0,4,1,0,0,56,38,0
22,3,102632,8,9,4,2,1,4,1,0,0,41,38,0
21,3,199915,10,10,4,7,3,4,0,0,0,40,38,0
40,3,118853,11,13,2,3,0,4,1,0,0,60,38,0
30,3,77143,11,13,4,3,3,2,1,0,0,40,10,0
29,6,267989,11,13,2,9,0,4,1,0,0,50,38,1
19,3,301606,10,10,4,7,3,2,1,0,0,35,38,0
47,3,287828,11,13,2,3,5,4,0,0,0,40,38,1
20,3,111697,10,10,4,0,3,4,0,0,1719,28,38,0
31,3,114937,14,12,2,0,0,4,1,0,0,40,38,1
35,3,129305,8,9,2,9,0,4,1,0,0,40,38,0
39,3,365739,10,10,0,2,1,4,1,0,0,40,38,0
28,3,69621,14,12,4,11,1,4,0,0,0,60,38,0
24,3,43323,8,9,4,7,1,4,0,0,1762,40,38,0
38,5,120985,8,9,2,2,0,4,1,4386,0,35,38,0
37,3,254202,11,13,2,11,0,4,1,0,0,50,38,0
46,3,146195,14,12,0,12,1,2,0,0,0,36,38,0
38,0,125933,12,14,2,9,0,4,1,0,0,40,19,1
43,5,56920,8,9,2,2,0,4,1,0,0,60,38,0
27,3,163127,13,11,2,0,5,4,0,0,0,35,38,0
20,3,34310,10,10,4,11,3,4,1,0,0,20,38,0
49,3,81973,10,10,2,2,0,1,1,0,0,40,38,1
61,4,66614,8,9,2,2,0,4,1,0,0,40,38,0
27,3,232782,10,10,4,11,3,4,0,0,0,40,38,0
19,3,316868,10,10,4,7,3,4,1,0,0,30,25,0
45,3,196584,13,11,4,9,1,4,0,0,1564,40,38,1
70,3,105376,10,10,4,12,2,4,1,0,0,40,38,0
31,3,185814,8,9,4,13,4,2,0,0,0,30,38,0
22,3,175374,10,10,2,7,0,4,1,0,0,24,38,0
36,3,108293,8,9,6,7,4,4,0,0,0,24,38,0
64,3,181232,6,7,2,2,0,4,1,0,2179,40,38,0
43,3,174662,10,10,0,9,1,4,0,0,0,40,38,0
47,1,186009,10,10,0,0,4,4,0,0,0,38,25,0
34,3,198183,8,9,4,0,1,4,0,0,0,40,38,0
33,3,163003,11,13,4,3,2,1,0,0,0,40,29,0
21,3,296158,8,9,4,2,3,4,1,0,0,35,38,0
52,3,252903,8,9,0,9,1,4,1,0,0,45,38,1
48,3,187715,8,9,2,2,0,4,1,0,0,46,38,0
23,3,214542,11,13,4,5,1,4,1,0,0,40,38,0
71,5,494223,10,10,5,11,4,2,1,0,1816,2,38,0
29,3,191535,8,9,0,2,1,4,1,0,0,60,38,0
42,3,228456,11,13,5,7,2,2,1,0,0,50,38,0
68,3,38317,1,2,0,9,1,4,0,0,0,20,38,0
25,3,252752,8,9,4,7,4,4,0,0,0,40,38,0
44,4,78374,12,14,0,3,4,1,0,0,0,40,38,0
28,3,88419,8,9,4,3,1,1,0,0,0,40,8,0
45,5,201080,12,14,2,11,0,4,1,0,0,40,38,1
36,3,207157,10,10,0,7,4,4,0,0,0,40,25,0
39,0,235485,14,12,4,3,1,4,1,0,0,42,38,0
46,6,102628,12,14,6,10,4,4,1,0,0,40,38,0
18,3,25828,6,7,4,5,3,4,1,0,0,16,38,0
66,1,54826,13,11,6,9,1,4,0,0,0,20,38,0
27,3,124953,8,9,4,7,1,4,1,0,1980,40,38,0
28,6,175325,8,9,2,10,0,4,1,0,0,40,38,0
51,3,96062,10,10,2,11,0,4,1,0,1977,40,38,1
27,3,428030,11,13,4,2,1,4,1,0,0,50,38,0
28,6,149624,11,13,2,9,0,4,1,0,0,40,38,1
27,3,253814,8,9,3,11,4,4,0,0,0,25,38,0
21,3,312956,8,9,4,2,3,2,1,0,0,40,38,0
34,3,483777,8,9,4,5,1,2,1,0,0,40,38,0
18,3,183930,8,9,4,7,3,4,1,0,0,12,38,0
33,3,37274,11,13,2,9,0,4,1,0,0,65,38,0
44,1,181344,10,10,2,3,0,2,1,0,0,38,38,1
43,3,114580,10,10,0,0,1,4,0,0,0,40,38,0
30,3,633742,10,10,4,2,1,2,1,0,0,45,38,0
40,3,286370,3,4,2,6,0,4,1,0,0,40,25,1
37,0,29054,10,10,2,0,0,4,1,0,0,42,38,1
34,3,304030,8,9,2,0,0,2,1,0,0,40,38,0
41,5,143129,11,13,0,3,1,4,0,0,0,40,38,0
53,3,135105,11,13,0,9,1,4,0,0,0,50,38,0
31,3,99928,12,14,2,9,5,4,0,0,0,50,38,0
58,6,109567,15,16,2,9,0,4,1,0,0,1,38,1
38,3,155222,10,10,0,6,1,2,0,0,0,28,38,0
24,3,159567,10,10,2,6,0,4,1,0,0,40,38,0
41,1,523910,11,13,2,2,0,2,1,0,0,40,38,0
47,3,120939,10,10,2,12,0,4,1,0,0,45,38,0
41,0,130760,11,13,2,12,0,4,1,0,0,24,38,0
23,3,197387,2,3,2,13,2,4,1,0,0,40,25,0
36,3,99374,10,10,0,2,1,4,1,0,0,40,38,0
40,0,56795,12,14,4,3,1,4,0,14084,0,55,38,1
35,3,138992,12,14,2,9,2,4,1,7298,0,40,38,1
24,5,32921,8,9,4,11,1,4,1,0,0,40,38,0
26,3,397317,12,14,4,9,1,4,0,0,1876,40,38,0
19,3,170653,8,9,4,9,3,4,1,0,0,40,21,0
51,3,259323,11,13,2,3,0,4,1,0,0,50,38,1
42,1,254817,10,10,4,9,1,4,0,0,1340,40,38,0
37,6,48211,8,9,0,0,4,4,0,0,0,35,38,0
18,3,140164,6,7,4,11,3,4,0,0,0,40,38,0
36,3,128757,11,13,2,7,0,2,1,7298,0,36,38,1
35,3,36270,8,9,0,2,1,4,1,0,0,60,38,0
58,4,210563,8,9,2,11,5,4,0,15024,0,35,38,1
17,3,65368,6,7,4,11,3,4,0,0,0,12,38,0
44,1,160943,8,9,2,13,0,2,1,0,0,40,38,0
37,3,208358,8,9,2,2,0,4,1,0,0,40,38,1
35,3,153790,10,10,4,11,1,0,0,0,0,40,38,0
60,3,85815,8,9,2,2,0,1,1,0,0,40,38,0
54,4,125417,3,4,2,6,0,4,1,0,0,40,38,1
37,3,635913,11,13,4,3,1,2,1,0,0,60,38,1
50,3,313321,14,12,0,11,1,4,0,0,0,40,38,0
38,3,182609,11,13,2,11,0,4,1,0,0,50,30,0
45,3,109434,11,13,2,9,0,4,1,0,0,55,38,0
25,3,255004,5,6,4,2,1,4,1,0,0,40,38,0
31,3,197860,10,10,2,5,0,4,1,0,0,40,38,0
64,3,187656,1,2,0,9,1,4,1,0,0,40,38,0
90,3,51744,8,9,4,7,1,2,1,0,2206,40,38,0
54,3,176681,8,9,2,0,0,2,1,0,0,20,38,0
53,1,140359,0,1,4,6,1,4,0,0,0,35,38,0
18,3,243313,8,9,4,11,3,4,0,0,0,40,38,0
60,3,24215,5,6,0,9,1,0,0,0,0,10,38,0
66,5,167687,8,9,2,4,0,4,1,1409,0,50,38,0
75,3,314209,13,11,6,0,1,4,0,0,0,20,3,0
65,3,176796,8,9,0,0,1,4,0,0,0,40,38,0
35,3,538583,6,7,5,13,1,2,1,3674,0,40,38,0
41,3,130408,8,9,0,11,4,2,0,0,0,38,38,0
25,3,159732,10,10,4,0,1,4,1,0,0,42,38,0
33,3,110978,10,10,0,2,2,3,0,0,0,40,38,0
28,3,76714,9,15,4,9,1,4,1,0,0,55,38,1
59,6,268700,8,9,2,7,0,4,1,0,0,40,38,0
40,6,170525,10,10,4,0,1,4,0,0,0,38,38,0
41,3,180138,11,13,2,3,0,4,1,0,0,50,19,1
38,1,115076,12,14,2,3,0,4,1,0,0,70,38,1
23,3,115458,8,9,4,13,3,4,1,0,0,40,38,0
40,3,347890,11,13,2,9,0,4,1,0,0,40,38,1
41,5,196001,8,9,2,7,5,4,0,0,0,20,38,0
24,6,273905,14,12,2,10,0,4,1,0,0,50,38,0
20,3,119156,10,10,4,9,3,4,1,0,0,20,38,0
38,3,179488,10,10,0,2,1,4,1,0,1741,40,38,0
56,3,203580,8,9,2,0,0,4,1,0,0,35,38,0
58,3,236596,8,9,2,0,0,4,1,0,0,45,38,1
32,3,183916,8,9,4,7,1,4,0,0,0,34,38,0
40,3,207578,14,12,2,12,0,4,1,0,1977,60,38,1
45,3,153141,8,9,2,0,0,4,1,0,0,40,38,0
41,3,112763,9,15,2,9,5,4,0,0,0,40,38,1
42,3,390781,11,13,2,0,5,2,0,0,0,40,38,0
59,1,171328,5,6,6,7,4,2,0,0,0,30,38,0
19,1,27382,10,10,4,0,3,4,1,0,0,40,38,0
58,3,259014,10,10,4,13,1,4,1,0,0,20,38,0
42,5,303044,8,9,2,4,0,1,1,0,0,40,0,1
20,3,117789,8,9,4,7,3,4,0,0,0,40,38,0
32,3,172579,8,9,5,7,1,4,0,0,0,30,38,0
45,3,187666,13,11,6,3,1,4,0,0,0,45,38,0
50,3,204518,3,4,0,2,1,4,1,0,0,40,38,0
36,3,150042,11,13,0,9,3,4,0,0,0,40,38,0
45,3,98092,8,9,2,11,0,4,1,0,0,60,38,0
17,3,245918,6,7,4,7,3,4,1,0,0,12,38,0
59,3,146013,10,10,2,11,0,4,1,4064,0,40,38,0
26,3,378322,6,7,2,2,0,4,1,0,0,40,38,0
37,4,257295,10,10,2,3,0,1,1,0,0,75,36,1
19,3,218956,10,10,4,9,3,4,1,0,0,24,1,0
64,3,21174,8,9,2,3,0,4,1,0,0,40,38,1
33,3,185480,11,13,4,9,1,4,0,0,0,45,38,0
33,3,222205,8,9,2,2,5,4,0,0,0,40,38,1
61,3,69867,8,9,2,3,0,4,1,0,0,40,38,1
17,3,191260,4,5,4,7,3,4,1,1055,0,24,38,0
50,5,30653,12,14,2,4,0,4,1,2407,0,98,38,0
27,1,209109,12,14,4,9,3,4,1,0,0,35,38,0
30,3,70377,8,9,0,9,3,4,0,0,0,40,38,0
43,3,477983,8,9,2,5,0,2,1,0,0,40,38,0
44,3,170924,10,10,2,2,0,4,1,7298,0,40,38,1
35,3,190174,10,10,4,3,1,4,0,0,0,40,38,0
25,3,193787,10,10,4,12,3,4,0,0,0,40,38,0
24,3,279472,10,10,2,6,5,4,0,7298,0,48,38,1
22,3,34918,11,13,4,9,1,4,0,0,0,15,10,0
42,1,97688,10,10,2,2,0,4,1,5178,0,40,38,1
34,3,175413,14,12,0,11,4,2,0,0,0,45,38,0
60,3,173960,11,13,0,9,1,4,0,0,0,42,38,0
21,3,205759,8,9,4,5,3,4,1,0,0,40,38,0
57,0,425161,12,14,2,11,0,4,1,15024,0,40,38,1
41,3,220531,9,15,2,9,0,4,1,0,0,60,38,1
50,3,176609,10,10,0,7,1,4,1,0,0,45,38,0
25,3,371987,11,13,4,3,1,4,0,0,0,40,38,0
50,3,193884,3,4,2,2,0,4,1,0,0,40,6,0
36,3,200352,11,13,2,9,0,4,1,0,0,45,38,0
31,3,127595,8,9,0,9,1,4,0,0,0,40,38,0
29,1,220419,11,13,4,10,1,4,1,0,0,56,38,0
21,3,231931,10,10,4,11,3,4,1,0,0,45,38,0
27,3,248402,11,13,4,12,4,2,0,0,0,40,38,0
65,3,111095,8,9,2,13,0,4,1,0,0,16,38,0
37,4,57424,11,13,0,11,1,4,0,0,0,60,38,0
39,3,157443,12,14,2,9,5,1,0,3464,0,40,38,0
24,3,278130,8,9,4,2,3,4,1,0,0,40,38,0
38,3,169469,8,9,0,11,1,4,1,0,0,80,38,0
48,3,146268,11,13,2,0,0,4,1,7688,0,40,38,1
21,3,153718,10,10,4,7,1,1,0,0,0,25,38,0
31,3,217460,8,9,2,13,0,4,1,0,0,45,38,1
55,3,238638,8,9,2,11,0,4,1,4386,0,40,38,1
24,3,303296,10,10,2,0,5,1,0,0,0,40,24,0
43,3,173321,8,9,0,0,1,4,0,0,0,40,38,0
26,3,193945,14,12,4,12,1,4,1,0,0,45,38,0
46,3,83082,14,12,4,9,1,4,0,0,0,33,38,0
35,3,193815,14,12,2,0,0,4,1,0,0,40,38,1
41,4,34987,10,10,2,4,0,4,1,0,0,54,38,1
26,3,59306,11,13,4,11,1,4,1,0,0,40,38,0
34,3,142897,12,14,2,3,0,1,1,7298,0,35,35,1
19,3,860348,10,10,4,9,3,2,0,0,0,25,38,0
36,5,205607,11,13,0,9,1,2,0,0,0,40,38,1
22,3,199698,10,10,4,11,3,4,1,0,0,15,38,0
24,3,191954,10,10,4,6,1,4,1,0,0,40,38,0
77,5,138714,10,10,2,11,0,4,1,0,0,40,38,0
22,3,399087,2,3,2,6,2,4,0,0,0,40,25,0
29,3,423158,10,10,4,12,1,4,0,0,0,40,38,0
62,3,159841,8,9,6,7,1,4,0,0,0,24,38,0
39,5,174308,8,9,2,3,0,4,1,0,0,40,38,0
43,3,50356,10,10,2,2,0,4,1,0,1485,50,38,0
35,3,186110,8,9,0,13,1,4,1,0,0,45,38,0
29,3,200381,6,7,4,3,1,4,0,0,0,40,38,0
76,5,174309,12,14,2,2,0,4,1,0,0,10,38,0
63,5,78383,8,9,2,4,0,4,1,0,0,45,38,0
23,3,211601,13,11,4,9,3,2,0,0,0,15,38,0
43,3,187728,10,10,2,9,5,4,0,0,1887,50,38,1
58,5,321171,8,9,2,5,0,4,1,0,0,40,38,0
66,3,127921,8,9,4,13,1,4,1,2050,0,55,38,0
41,3,206565,10,10,4,2,1,2,1,0,0,45,38,0
26,3,224563,11,13,4,0,1,4,1,0,0,40,38,0
47,3,178686,13,11,4,7,1,4,1,0,0,40,38,0
55,1,98545,5,6,2,0,0,4,1,0,0,40,38,0
53,3,242606,8,9,2,13,0,4,1,0,0,40,38,0
17,3,270942,2,3,4,7,2,4,1,0,0,48,25,0
30,3,94235,8,9,4,2,2,4,1,0,0,40,38,0
49,3,71195,12,14,4,9,1,4,1,0,0,60,38,0
19,3,104112,8,9,4,11,4,2,1,0,0,30,13,0
45,3,261192,8,9,2,7,0,2,1,0,0,40,38,0
26,3,94936,14,12,4,11,1,4,1,0,0,40,38,0
38,3,296478,13,11,2,2,0,4,1,7298,0,40,38,1
36,6,119272,8,9,2,10,0,4,1,7298,0,40,38,1
33,3,85043,8,9,4,4,1,4,1,0,0,20,38,0
22,6,293364,10,10,4,10,3,2,0,0,0,40,38,0
43,5,241895,11,13,4,11,1,4,1,0,0,42,38,0
67,3,36135,6,7,2,9,0,4,1,0,0,8,38,0
30,3,151989,13,11,0,9,4,4,0,0,0,40,38,0
56,3,101128,14,12,3,7,1,4,1,0,0,25,19,0
31,3,156464,11,13,4,9,3,4,1,0,0,25,38,0
33,3,117963,11,13,2,3,0,4,1,0,0,40,38,1
26,3,192262,8,9,2,7,0,4,1,0,0,40,38,0
33,3,111363,11,13,2,3,0,4,1,0,0,40,38,1
46,1,329752,6,7,2,13,0,4,1,0,0,30,38,0
59,3,372020,11,13,2,9,0,4,1,0,0,40,38,1
38,0,95432,8,9,2,0,0,4,1,0,0,40,38,1
65,3,161400,6,7,6,7,4,3,1,0,0,40,38,0
40,3,96129,13,11,2,12,0,4,1,0,0,40,38,1
42,3,111949,8,9,2,0,5,4,0,0,0,35,38,0
26,5,117125,4,5,2,2,0,4,1,0,0,40,31,0
36,3,348022,5,6,2,7,5,4,0,0,0,24,38,0
62,3,270092,12,14,2,9,0,4,1,0,0,40,38,1
43,3,180609,11,13,2,13,0,4,1,0,0,45,38,0
43,3,174575,11,13,0,3,1,4,1,0,1564,45,38,1
22,3,410439,8,9,3,11,1,4,1,0,0,55,38,0
28,3,92262,8,9,2,2,0,4,1,0,0,40,38,0
56,5,183081,10,10,2,11,0,4,1,0,0,45,38,0
22,3,362589,14,12,4,11,1,4,0,0,0,15,38,0
57,3,212448,11,13,0,3,1,4,0,0,0,45,38,1
39,3,481060,8,9,0,11,4,4,0,0,0,40,38,0
26,0,185885,10,10,4,0,4,4,0,0,0,15,38,0
17,3,89821,6,7,4,7,3,4,1,0,0,10,38,0
40,6,184018,13,11,2,6,0,4,1,0,0,38,38,1
45,3,256649,8,9,2,6,0,2,1,0,0,40,38,0
44,3,160323,8,9,4,2,1,2,1,0,0,40,38,0
20,1,350845,10,10,4,0,3,4,0,0,0,10,38,0
33,3,267404,8,9,2,2,5,4,0,0,0,40,38,0
23,3,35633,10,10,4,11,1,4,1,0,0,40,38,0
46,5,80914,12,14,0,3,1,4,1,0,0,30,38,0
38,3,172927,8,9,2,11,0,4,1,0,0,50,38,0
54,3,174319,8,9,0,13,1,4,1,0,0,40,38,0
46,3,214955,2,3,0,2,1,4,0,0,2339,45,38,0
25,3,344991,10,10,2,2,0,4,1,0,0,40,38,0
46,3,108699,10,10,0,11,1,4,0,0,0,40,38,0
36,1,117312,10,10,2,13,5,4,0,0,0,40,38,0
23,3,396099,8,9,4,7,1,4,0,0,0,25,38,0
29,3,134152,8,9,5,6,1,4,1,0,0,40,38,0
44,3,162028,10,10,2,0,5,4,0,0,2415,6,38,1
19,3,25429,10,10,4,0,3,4,0,0,0,16,38,0
19,3,232392,8,9,4,7,2,4,0,0,0,40,38,0
35,3,220098,8,9,2,7,5,4,0,0,0,40,38,1
27,3,301302,11,13,4,2,1,4,1,0,0,50,38,0
46,5,277946,14,12,5,2,1,4,1,0,0,40,38,0
34,6,98101,11,13,2,3,0,4,1,7688,0,45,38,1
34,3,196164,8,9,4,7,1,4,0,0,0,35,38,0
44,3,115562,10,10,2,12,0,4,1,0,0,40,38,0
45,3,96975,10,10,0,5,4,4,0,0,0,40,38,0
20,3,137300,8,9,4,9,2,4,0,0,0,35,38,0
25,3,86872,11,13,2,3,0,4,1,0,0,55,38,1
52,4,132178,11,13,2,3,0,4,1,0,0,50,38,1
20,3,416103,10,10,4,5,3,4,1,0,0,40,38,0
28,3,108574,10,10,4,7,1,4,0,0,0,40,38,0
50,6,288353,11,13,2,10,0,4,1,0,0,40,38,1
34,3,227689,13,11,0,12,1,4,0,0,0,64,38,0
28,3,166481,3,4,2,5,0,3,1,0,2179,40,32,0
41,3,445382,12,14,2,3,0,4,1,0,1977,65,38,1
28,3,110145,8,9,2,0,0,4,1,0,0,40,38,0
46,5,317253,8,9,2,2,0,4,1,0,0,25,38,0
28,3,123147,10,10,2,9,5,4,0,0,1887,40,38,1
32,3,364657,10,10,2,3,0,4,1,0,0,50,38,0
41,1,42346,10,10,0,7,1,2,0,0,0,24,38,0
24,3,241951,8,9,4,5,4,2,0,0,0,40,38,0
33,3,118500,10,10,0,3,4,4,0,0,0,40,38,0
46,3,188386,15,16,2,3,0,4,1,15024,0,60,38,1
31,6,1033222,10,10,2,6,0,4,1,0,0,40,38,0
35,3,92440,7,8,0,2,1,4,1,0,0,50,38,1
52,3,190762,1,2,2,6,0,4,1,0,0,40,25,0
30,3,426017,6,7,4,7,3,4,0,0,0,19,38,0
34,1,243867,6,7,5,6,1,2,1,0,0,40,38,0
34,6,240283,8,9,0,13,4,4,0,0,0,40,38,0
20,3,61777,10,10,2,11,0,4,1,0,0,30,38,0
17,3,175024,6,7,4,5,3,4,1,2176,0,18,38,0
32,6,92003,11,13,2,3,5,4,0,0,0,40,38,1
29,3,188401,8,9,0,4,1,4,1,0,0,40,38,0
33,3,228528,5,6,4,2,4,4,0,0,0,35,38,0
25,3,133373,8,9,2,13,0,4,1,0,0,60,38,0
36,0,255191,12,14,4,9,1,4,1,0,1408,40,38,0
23,3,204653,8,9,4,5,1,4,1,0,0,72,5,0
63,4,222289,8,9,2,3,0,4,1,0,0,40,38,1
47,1,287480,12,14,2,9,0,4,1,0,0,40,38,0
80,3,107762,8,9,6,9,1,4,1,0,0,24,38,0
17,3,202521,6,7,4,9,3,4,1,0,0,40,38,0
40,5,204116,11,13,3,9,1,4,0,2174,0,40,38,0
30,3,29662,14,12,2,7,5,4,0,0,0,25,38,1
27,3,116358,10,10,4,2,3,1,1,0,1980,40,29,0
33,3,208405,12,14,2,9,0,4,1,0,0,50,38,1
34,1,284843,8,9,4,4,1,2,1,594,0,60,38,0
34,1,117018,10,10,4,10,1,4,0,0,0,40,38,0
23,3,81281,10,10,2,0,0,4,1,0,0,40,38,0
42,1,340148,10,10,2,0,5,4,0,0,0,40,38,0
29,3,363425,11,13,4,9,1,4,1,0,0,40,38,0
45,3,45857,8,9,0,0,1,4,0,0,0,28,38,0
24,0,191073,8,9,4,1,3,4,1,0,0,40,38,0
44,3,116632,10,10,2,9,0,4,1,0,0,40,38,1
27,3,405855,4,5,4,2,2,4,1,0,0,40,25,0
20,3,298227,10,10,4,11,1,4,1,0,0,35,38,0
44,3,290521,8,9,6,3,4,2,0,0,0,40,38,0
